id,date,store_nbr,family,sales,onpromotion
2851212,2017-05-24,1,GROCERY I,3574.0,46
2852985,2017-05-25,1,BEVERAGES,2229.0,27
2852994,2017-05-25,1,GROCERY I,2505.0,40
2854767,2017-05-26,1,BEVERAGES,1100.0,21
2854776,2017-05-26,1,GROCERY I,1301.0,31
2856549,2017-05-27,1,BEVERAGES,2270.0,30
2856558,2017-05-27,1,GROCERY I,2166.0,33
2858331,2017-05-28,1,BEVERAGES,1110.0,24
2858340,2017-05-28,1,GROCERY I,1258.0,34
2860113,2017-05-29,1,BEVERAGES,2407.0,32
2860122,2017-05-29,1,GROCERY I,2666.0,39
2861895,2017-05-30,1,BEVERAGES,1937.0,31
2861904,2017-05-30,1,GROCERY I,2497.0,39
2863677,2017-05-31,1,BEVERAGES,2554.0,31
2863686,2017-05-31,1,GROCERY I,3262.0,38
2865459,2017-06-01,1,BEVERAGES,2250.0,9
2865468,2017-06-01,1,GROCERY I,2774.0,1
2867241,2017-06-02,1,BEVERAGES,2752.0,27
2867250,2017-06-02,1,GROCERY I,2953.0,33
2869023,2017-06-03,1,BEVERAGES,2718.0,24
2869032,2017-06-03,1,GROCERY I,2996.0,35
2870805,2017-06-04,1,BEVERAGES,1142.0,17
2870814,2017-06-04,1,GROCERY I,1148.0,22
2872587,2017-06-05,1,BEVERAGES,2616.0,20
2872596,2017-06-05,1,GROCERY I,3071.0,36
2874369,2017-06-06,1,BEVERAGES,2625.0,24
2874378,2017-06-06,1,GROCERY I,3383.0,37
2876151,2017-06-07,1,BEVERAGES,2651.0,26
2876160,2017-06-07,1,GROCERY I,3353.0,55
2877933,2017-06-08,1,BEVERAGES,2159.0,22
2877942,2017-06-08,1,GROCERY I,2902.0,51
2879715,2017-06-09,1,BEVERAGES,2532.0,23
2879724,2017-06-09,1,GROCERY I,3105.0,44
2881497,2017-06-10,1,BEVERAGES,2692.0,23
2881506,2017-06-10,1,GROCERY I,3106.0,51
2883279,2017-06-11,1,BEVERAGES,1272.0,23
2883288,2017-06-11,1,GROCERY I,1352.0,38
2885061,2017-06-12,1,BEVERAGES,2335.0,24
2885070,2017-06-12,1,GROCERY I,2601.0,45
2886843,2017-06-13,1,BEVERAGES,2579.0,21
2886852,2017-06-13,1,GROCERY I,2426.0,44
2888625,2017-06-14,1,BEVERAGES,2707.0,25
2888634,2017-06-14,1,GROCERY I,4411.0,65
2890407,2017-06-15,1,BEVERAGES,2137.0,22
2890416,2017-06-15,1,GROCERY I,3189.0,63
2892189,2017-06-16,1,BEVERAGES,2532.0,17
2892198,2017-06-16,1,GROCERY I,2991.0,53
2893971,2017-06-17,1,BEVERAGES,2738.0,19
2893980,2017-06-17,1,GROCERY I,3016.0,49
2895753,2017-06-18,1,BEVERAGES,1005.0,10
2895762,2017-06-18,1,GROCERY I,1223.0,40
2897535,2017-06-19,1,BEVERAGES,2493.0,16
2897544,2017-06-19,1,GROCERY I,3373.0,47
2899317,2017-06-20,1,BEVERAGES,2977.0,17
2899326,2017-06-20,1,GROCERY I,4575.0,48
2901099,2017-06-21,1,BEVERAGES,2583.0,34
2901108,2017-06-21,1,GROCERY I,2898.0,80
2902881,2017-06-22,1,BEVERAGES,1824.0,21
2902890,2017-06-22,1,GROCERY I,2499.0,56
2904663,2017-06-23,1,BEVERAGES,2394.0,24
2904672,2017-06-23,1,GROCERY I,2663.0,57
2906445,2017-06-24,1,BEVERAGES,2674.0,25
2906454,2017-06-24,1,GROCERY I,2877.0,55
2908227,2017-06-25,1,BEVERAGES,1070.0,20
2908236,2017-06-25,1,GROCERY I,1264.0,48
2910009,2017-06-26,1,BEVERAGES,2242.0,25
2910018,2017-06-26,1,GROCERY I,2812.0,45
2911791,2017-06-27,1,BEVERAGES,2101.0,25
2911800,2017-06-27,1,GROCERY I,2653.0,46
2913573,2017-06-28,1,BEVERAGES,2203.0,26
2913582,2017-06-28,1,GROCERY I,3003.0,53
2915355,2017-06-29,1,BEVERAGES,2128.0,26
2915364,2017-06-29,1,GROCERY I,2603.0,59
2917137,2017-06-30,1,BEVERAGES,2496.0,30
2917146,2017-06-30,1,GROCERY I,2916.0,70
2918919,2017-07-01,1,BEVERAGES,2596.0,27
2918928,2017-07-01,1,GROCERY I,2871.0,56
2920701,2017-07-02,1,BEVERAGES,1135.0,25
2920710,2017-07-02,1,GROCERY I,1222.0,54
2922483,2017-07-03,1,BEVERAGES,2526.0,27
2922492,2017-07-03,1,GROCERY I,2952.0,56
2924265,2017-07-04,1,BEVERAGES,2284.0,27
2924274,2017-07-04,1,GROCERY I,2759.0,60
2926047,2017-07-05,1,BEVERAGES,2691.0,42
2926056,2017-07-05,1,GROCERY I,3147.0,80
2927829,2017-07-06,1,BEVERAGES,2284.0,39
2927838,2017-07-06,1,GROCERY I,2550.0,58
2929611,2017-07-07,1,BEVERAGES,2574.0,41
2929620,2017-07-07,1,GROCERY I,2972.0,47
2931393,2017-07-08,1,BEVERAGES,2351.0,38
2931402,2017-07-08,1,GROCERY I,2561.0,45
2933175,2017-07-09,1,BEVERAGES,1181.0,35
2933184,2017-07-09,1,GROCERY I,1140.0,27
2934957,2017-07-10,1,BEVERAGES,2338.0,38
2934966,2017-07-10,1,GROCERY I,2849.0,46
2936739,2017-07-11,1,BEVERAGES,2372.0,36
2936748,2017-07-11,1,GROCERY I,2712.0,47
2938521,2017-07-12,1,BEVERAGES,2460.0,45
2938530,2017-07-12,1,GROCERY I,3185.0,59
2940303,2017-07-13,1,BEVERAGES,2115.0,34
2940312,2017-07-13,1,GROCERY I,2571.0,47
2942085,2017-07-14,1,BEVERAGES,2529.0,40
2942094,2017-07-14,1,GROCERY I,3182.0,58
2943867,2017-07-15,1,BEVERAGES,2183.0,38
2943876,2017-07-15,1,GROCERY I,2297.0,43
2945649,2017-07-16,1,BEVERAGES,1079.0,34
2945658,2017-07-16,1,GROCERY I,1028.0,39
2947431,2017-07-17,1,BEVERAGES,2381.0,39
2947440,2017-07-17,1,GROCERY I,2720.0,52
2949213,2017-07-18,1,BEVERAGES,2589.0,42
2949222,2017-07-18,1,GROCERY I,3370.0,54
2950995,2017-07-19,1,BEVERAGES,2369.0,34
2951004,2017-07-19,1,GROCERY I,3065.0,76
2952777,2017-07-20,1,BEVERAGES,2006.0,32
2952786,2017-07-20,1,GROCERY I,2592.0,64
2954559,2017-07-21,1,BEVERAGES,2859.0,30
2954568,2017-07-21,1,GROCERY I,2725.0,61
2956341,2017-07-22,1,BEVERAGES,2258.0,22
2956350,2017-07-22,1,GROCERY I,2576.0,65
2958123,2017-07-23,1,BEVERAGES,1024.0,19
2958132,2017-07-23,1,GROCERY I,1371.0,45
2959905,2017-07-24,1,BEVERAGES,2158.0,22
2959914,2017-07-24,1,GROCERY I,2612.0,55
2961687,2017-07-25,1,BEVERAGES,2438.0,23
2961696,2017-07-25,1,GROCERY I,2405.0,63
2963469,2017-07-26,1,BEVERAGES,2242.0,21
2963478,2017-07-26,1,GROCERY I,2878.0,69
2965251,2017-07-27,1,BEVERAGES,2002.0,27
2965260,2017-07-27,1,GROCERY I,2466.0,54
2967033,2017-07-28,1,BEVERAGES,2358.0,26
2967042,2017-07-28,1,GROCERY I,2622.0,44
2968815,2017-07-29,1,BEVERAGES,2161.0,22
2968824,2017-07-29,1,GROCERY I,2446.0,53
2970597,2017-07-30,1,BEVERAGES,1212.0,16
2970606,2017-07-30,1,GROCERY I,1086.0,42
2972379,2017-07-31,1,BEVERAGES,2414.0,24
2972388,2017-07-31,1,GROCERY I,2966.0,54
2974161,2017-08-01,1,BEVERAGES,2627.0,26
2974170,2017-08-01,1,GROCERY I,2872.0,45
2975943,2017-08-02,1,BEVERAGES,2645.0,25
2975952,2017-08-02,1,GROCERY I,3247.0,58
2977725,2017-08-03,1,BEVERAGES,2037.0,7
2977734,2017-08-03,1,GROCERY I,2177.0,29
2979507,2017-08-04,1,BEVERAGES,2479.0,10
2979516,2017-08-04,1,GROCERY I,2778.0,35
2981289,2017-08-05,1,BEVERAGES,2093.0,7
2981298,2017-08-05,1,GROCERY I,2034.0,29
2983071,2017-08-06,1,BEVERAGES,968.0,5
2983080,2017-08-06,1,GROCERY I,1025.0,29
2984853,2017-08-07,1,BEVERAGES,2086.0,7
2984862,2017-08-07,1,GROCERY I,2551.0,44
2986635,2017-08-08,1,BEVERAGES,2418.0,7
2986644,2017-08-08,1,GROCERY I,3062.0,35
2988417,2017-08-09,1,BEVERAGES,2311.0,7
2988426,2017-08-09,1,GROCERY I,2719.0,46
2990199,2017-08-10,1,BEVERAGES,2377.0,6
2990208,2017-08-10,1,GROCERY I,2591.0,31
2991981,2017-08-11,1,BEVERAGES,1006.0,3
2991990,2017-08-11,1,GROCERY I,1270.0,24
2993763,2017-08-12,1,BEVERAGES,1659.0,7
2993772,2017-08-12,1,GROCERY I,1630.0,28
2995545,2017-08-13,1,BEVERAGES,803.0,5
2995554,2017-08-13,1,GROCERY I,952.0,19
2997327,2017-08-14,1,BEVERAGES,2201.0,9
2997336,2017-08-14,1,GROCERY I,2407.0,30
2999109,2017-08-15,1,BEVERAGES,1942.0,11
2999118,2017-08-15,1,GROCERY I,2508.0,29
